MOL_1,MOL_2,logV
C1COCCO1,CCCCCCCCO,-7.10585
C1COCCO1,CCCCCCCCO,-6.6454
CCCCCCCCO,C1COCCO1,-4.70657
CCCCCCCCO,C1COCCO1,-4.75659
C1COCCO1,CCCCCCCCO,-6.85518
CCCCCCCCO,C1COCCO1,-4.79755
C1COCCO1,CCCCCCCCO,-6.6956
CCCCCCCCO,C1COCCO1,-4.83014
C1COCCO1,CCCCCCCCO,-6.61776
CCCCCCCCO,C1COCCO1,-4.83908
C1COCCO1,CCCCCCCCO,-6.60303
CCCCCCCCO,C1COCCO1,-4.82275
C1COCCO1,CCCCCCCCO,-6.6185
CCCCCCCCO,C1COCCO1,-4.79082
C1COCCO1,CCCCCCCCO,-6.63948
CCCCCCCCO,C1COCCO1,-4.76004
C1COCCO1,CCCCCCCCO,-6.65286
CCCCCCCCO,C1COCCO1,-4.75975
C1COCCO1,CCCCCCCCO,-6.65352
CCCCCCCCO,C1COCCO1,-4.82681
C1COCCO1,CCCCCCCCO,-6.64705
CCCCCCCCO,C1COCCO1,-5.08431
C1COCCO1,CCCCCCCCO,-7.45184
C1COCCO1,CCCCCCCCO,-6.82277
CCCCCCCCO,C1COCCO1,-5.06627
CCCCCCCCO,C1COCCO1,-5.12281
C1COCCO1,CCCCCCCCO,-7.16971
CCCCCCCCO,C1COCCO1,-5.16797
C1COCCO1,CCCCCCCCO,-6.99358
CCCCCCCCO,C1COCCO1,-5.20387
C1COCCO1,CCCCCCCCO,-6.90793
CCCCCCCCO,C1COCCO1,-5.21728
C1COCCO1,CCCCCCCCO,-6.88669
CCCCCCCCO,C1COCCO1,-5.21326
C1COCCO1,CCCCCCCCO,-6.89032
CCCCCCCCO,C1COCCO1,-5.21091
C1COCCO1,CCCCCCCCO,-6.89222
CCCCCCCCO,C1COCCO1,-5.24313
C1COCCO1,CCCCCCCCO,-6.87944
CCCCCCCCO,C1COCCO1,-5.35417
C1COCCO1,CCCCCCCCO,-6.85326
CCCCCCCCO,C1COCCO1,-5.60499
C1COCCO1,CCCCCCCCO,-6.82739
CCCCCCCCO,C1COCCO1,-5.41199
C1COCCO1,CCCCCCCCO,-7.7644
C1COCCO1,CCCCCCCCO,-6.97748
CCCCCCCCO,C1COCCO1,-5.39182
CCCCCCCCO,C1COCCO1,-5.45446
C1COCCO1,CCCCCCCCO,-7.45281
CCCCCCCCO,C1COCCO1,-5.50356
C1COCCO1,CCCCCCCCO,-7.26119
CCCCCCCCO,C1COCCO1,-5.54257
C1COCCO1,CCCCCCCCO,-7.16822
CCCCCCCCO,C1COCCO1,-5.56016
C1COCCO1,CCCCCCCCO,-7.1409
CCCCCCCCO,C1COCCO1,-5.56766
C1COCCO1,CCCCCCCCO,-7.13345
CCCCCCCCO,C1COCCO1,-5.593
C1COCCO1,CCCCCCCCO,-7.11748
CCCCCCCCO,C1COCCO1,-5.6842
C1COCCO1,CCCCCCCCO,-7.08022
CCCCCCCCO,C1COCCO1,-5.89945
C1COCCO1,CCCCCCCCO,-7.02892
CCCCCCCCO,C1COCCO1,-6.3223
C1COCCO1,CCCCCCCCO,-6.98489
CCCCCCCCO,C1COCCO1,-5.71001
C1COCCO1,CCCCCCCCO,-8.04964
C1COCCO1,CCCCCCCCO,-7.11464
CCCCCCCCO,C1COCCO1,-5.68785
CCCCCCCCO,C1COCCO1,-5.75621
C1COCCO1,CCCCCCCCO,-7.71042
CCCCCCCCO,C1COCCO1,-5.80901
C1COCCO1,CCCCCCCCO,-7.50426
CCCCCCCCO,C1COCCO1,-5.85093
C1COCCO1,CCCCCCCCO,-7.40444
CCCCCCCCO,C1COCCO1,-5.87244
C1COCCO1,CCCCCCCCO,-7.3714
CCCCCCCCO,C1COCCO1,-5.89075
C1COCCO1,CCCCCCCCO,-7.35355
CCCCCCCCO,C1COCCO1,-5.94206
C1COCCO1,CCCCCCCCO,-7.32082
CCCCCCCCO,C1COCCO1,-6.08859
C1COCCO1,CCCCCCCCO,-7.26059
CCCCCCCCO,C1COCCO1,-6.40161
C1COCCO1,CCCCCCCCO,-7.18572
CCCCCCCCO,C1COCCO1,-6.98584
C1COCCO1,CCCCCCCCO,-7.12466
CCCCCCCCO,CCCCCCCCCC,-5.92592
CCCCCCCCCC,CCCCCCCCO,-7.0723
CCCCCCCCCC,CCCCCCCCO,-7.0671
CCCCCCCCO,CCCCCCCCCC,-4.89101
CCCCCCCCO,CCCCCCCCCC,-5.71807
CCCCCCCCCC,CCCCCCCCO,-7.09129
CCCCCCCCO,CCCCCCCCCC,-5.64023
CCCCCCCCCC,CCCCCCCCO,-7.10357
CCCCCCCCO,CCCCCCCCCC,-5.53258
CCCCCCCCCC,CCCCCCCCO,-7.12723
CCCCCCCCO,CCCCCCCCCC,-5.44076
CCCCCCCCCC,CCCCCCCCO,-7.15568
CCCCCCCCO,CCCCCCCCCC,-5.37745
CCCCCCCCCC,CCCCCCCCO,-7.18122
CCCCCCCCO,CCCCCCCCCC,-5.25909
CCCCCCCCCC,CCCCCCCCO,-7.24654
CCCCCCCCO,CCCCCCCCCC,-5.13632
CCCCCCCCCC,CCCCCCCCO,-7.34836
CCCCCCCCO,CCCCCCCCCC,-5.02853
CCCCCCCCCC,CCCCCCCCO,-7.48332
CCCCCCCCO,CCCCCCCCCC,-4.93734
CCCCCCCCCC,CCCCCCCCO,-7.6639
CCCCCCCCO,CCCCCCCCCC,-4.92329
CCCCCCCCCC,CCCCCCCCO,-7.70334
CCCCCCCCO,CCCCCCCCCC,-4.90223
CCCCCCCCCC,CCCCCCCCO,-7.77636
CCCCCCCCO,CCCCCCCCCC,-4.88845
CCCCCCCCCC,CCCCCCCCO,-7.8484
CCCCCCCCO,CCCCCCCCCC,-4.8896
CCCCCCCCCC,CCCCCCCCO,-7.82955
CCCCCCCCO,CCCC(=O)OC,-4.32464
CCCC(=O)OC,CCCCCCCCO,-8.64342
CCCC(=O)OC,CCCCCCCCO,-7.32711
CCCCCCCCO,CCCC(=O)OC,-4.30714
CCCCCCCCO,CCCC(=O)OC,-4.35258
CCCC(=O)OC,CCCCCCCCO,-8.39693
CCCCCCCCO,CCCC(=O)OC,-4.41159
CCCC(=O)OC,CCCCCCCCO,-8.10661
CCCCCCCCO,CCCC(=O)OC,-4.49439
CCCC(=O)OC,CCCCCCCCO,-7.87099
CCCCCCCCO,CCCC(=O)OC,-4.56893
CCCC(=O)OC,CCCCCCCCO,-7.73478
CCCCCCCCO,CCCC(=O)OC,-4.65877
CCCC(=O)OC,CCCCCCCCO,-7.62276
CCCCCCCCO,CCCC(=O)OC,-4.77345
CCCC(=O)OC,CCCCCCCCO,-7.52819
CCCCCCCCO,CCCC(=O)OC,-4.89504
CCCC(=O)OC,CCCCCCCCO,-7.46179
CCCCCCCCO,CCCC(=O)OC,-5.0735
CCCC(=O)OC,CCCCCCCCO,-7.39935
CCCCCCCCO,CCCC(=O)OC,-5.35419
CCCC(=O)OC,CCCCCCCCO,-7.34749
CCCCCCCCO,CCCC(=O)OC,-5.49806
CCCC(=O)OC,CCCCCCCCO,-7.33458
CCCCCCCCO,CCCC(=O)OC,-4.72843
CCCC(=O)OC,CCCCCCCCO,-8.53196
CCCC(=O)OC,CCCCCCCCO,-7.45809
CCCCCCCCO,CCCC(=O)OC,-4.70657
CCCCCCCCO,CCCC(=O)OC,-4.74444
CCCC(=O)OC,CCCCCCCCO,-8.40253
CCCCCCCCO,CCCC(=O)OC,-4.79233
CCCC(=O)OC,CCCCCCCCO,-8.16136
CCCCCCCCO,CCCC(=O)OC,-4.85428
CCCC(=O)OC,CCCCCCCCO,-7.97519
CCCCCCCCO,CCCC(=O)OC,-4.92366
CCCC(=O)OC,CCCCCCCCO,-7.84046
CCCCCCCCO,CCCC(=O)OC,-5.01977
CCCC(=O)OC,CCCCCCCCO,-7.72
CCCCCCCCO,CCCC(=O)OC,-5.12296
CCCC(=O)OC,CCCCCCCCO,-7.6371
CCCCCCCCO,CCCC(=O)OC,-5.23342
CCCC(=O)OC,CCCCCCCCO,-7.57758
CCCCCCCCO,CCCC(=O)OC,-5.40064
CCCC(=O)OC,CCCCCCCCO,-7.51985
CCCCCCCCO,CCCC(=O)OC,-5.63484
CCCC(=O)OC,CCCCCCCCO,-7.4765
CCCCCCCCO,CCCC(=O)OC,-5.76952
CCCC(=O)OC,CCCCCCCCO,-7.46425
CCCCCCCCO,CCCC(=O)OC,-5.07778
CCCC(=O)OC,CCCCCCCCO,-8.58506
CCCC(=O)OC,CCCCCCCCO,-7.58003
CCCCCCCCO,CCCC(=O)OC,-5.06627
CCCCCCCCO,CCCC(=O)OC,-5.10136
CCCC(=O)OC,CCCCCCCCO,-8.3787
CCCCCCCCO,CCCC(=O)OC,-5.14575
CCCC(=O)OC,CCCCCCCCO,-8.17071
CCCCCCCCO,CCCC(=O)OC,-5.19185
CCCC(=O)OC,CCCCCCCCO,-8.03811
CCCCCCCCO,CCCC(=O)OC,-5.25536
CCCC(=O)OC,CCCCCCCCO,-7.9174
CCCCCCCCO,CCCC(=O)OC,-5.33767
CCCC(=O)OC,CCCCCCCCO,-7.81638
CCCCCCCCO,CCCC(=O)OC,-5.42377
CCCC(=O)OC,CCCCCCCCO,-7.7465
CCCCCCCCO,CCCC(=O)OC,-5.53591
CCCC(=O)OC,CCCCCCCCO,-7.68542
CCCCCCCCO,CCCC(=O)OC,-5.68008
CCCC(=O)OC,CCCCCCCCO,-7.63538
CCCCCCCCO,CCCC(=O)OC,-5.90051
CCCC(=O)OC,CCCCCCCCO,-7.5946
CCCCCCCCO,CCCC(=O)OC,-6.00747
CCCC(=O)OC,CCCCCCCCO,-7.58511
CCCCCCCCO,CCCC(=O)OC,-5.40507
CCCC(=O)OC,CCCCCCCCO,-8.50669
CCCC(=O)OC,CCCCCCCCO,-7.6943
CCCCCCCCO,CCCC(=O)OC,-5.39182
CCCCCCCCO,CCCC(=O)OC,-5.41885
CCCC(=O)OC,CCCCCCCCO,-8.39261
CCCCCCCCO,CCCC(=O)OC,-5.45075
CCCC(=O)OC,CCCCCCCCO,-8.23346
CCCCCCCCO,CCCC(=O)OC,-5.49653
CCCC(=O)OC,CCCCCCCCO,-8.09755
CCCCCCCCO,CCCC(=O)OC,-5.54967
CCCC(=O)OC,CCCCCCCCO,-7.9974
CCCCCCCCO,CCCC(=O)OC,-5.62399
CCCC(=O)OC,CCCCCCCCO,-7.90684
CCCCCCCCO,CCCC(=O)OC,-5.70829
CCCC(=O)OC,CCCCCCCCO,-7.83972
CCCCCCCCO,CCCC(=O)OC,-5.80818
CCCC(=O)OC,CCCCCCCCO,-7.78638
CCCCCCCCO,CCCC(=O)OC,-5.94454
CCCC(=O)OC,CCCCCCCCO,-7.73993
CCCCCCCCO,CCCC(=O)OC,-6.13151
CCCC(=O)OC,CCCCCCCCO,-7.70604
CCCCCCCCO,CCCC(=O)OC,-6.21745
CCCC(=O)OC,CCCCCCCCO,-7.69847
CCCCCCCCO,Nc1ccccc1,-4.70892
Nc1ccccc1,CCCCCCCCO,-6.07508
Nc1ccccc1,CCCCCCCCO,-5.43479
CCCCCCCCO,Nc1ccccc1,-4.70657
CCCCCCCCO,Nc1ccccc1,-4.71748
Nc1ccccc1,CCCCCCCCO,-6.01428
CCCCCCCCO,Nc1ccccc1,-4.73533
Nc1ccccc1,CCCCCCCCO,-5.94204
CCCCCCCCO,Nc1ccccc1,-4.77056
Nc1ccccc1,CCCCCCCCO,-5.85724
CCCCCCCCO,Nc1ccccc1,-4.80631
Nc1ccccc1,CCCCCCCCO,-5.80332
CCCCCCCCO,Nc1ccccc1,-4.86681
Nc1ccccc1,CCCCCCCCO,-5.74477
CCCCCCCCO,Nc1ccccc1,-4.95506
Nc1ccccc1,CCCCCCCCO,-5.68919
CCCCCCCCO,Nc1ccccc1,-5.12718
Nc1ccccc1,CCCCCCCCO,-5.61746
CCCCCCCCO,Nc1ccccc1,-5.53938
Nc1ccccc1,CCCCCCCCO,-5.5188
CCCCCCCCO,Nc1ccccc1,-6.15015
Nc1ccccc1,CCCCCCCCO,-5.45233
CCCCCCCCO,Nc1ccccc1,-5.06844
Nc1ccccc1,CCCCCCCCO,-6.36512
Nc1ccccc1,CCCCCCCCO,-5.76184
CCCCCCCCO,Nc1ccccc1,-5.06627
CCCCCCCCO,Nc1ccccc1,-5.07579
Nc1ccccc1,CCCCCCCCO,-6.31281
CCCCCCCCO,Nc1ccccc1,-5.09106
Nc1ccccc1,CCCCCCCCO,-6.25106
CCCCCCCCO,Nc1ccccc1,-5.12266
Nc1ccccc1,CCCCCCCCO,-6.17528
CCCCCCCCO,Nc1ccccc1,-5.15805
Nc1ccccc1,CCCCCCCCO,-6.12209
CCCCCCCCO,Nc1ccccc1,-5.22317
Nc1ccccc1,CCCCCCCCO,-6.05917
CCCCCCCCO,Nc1ccccc1,-5.31636
Nc1ccccc1,CCCCCCCCO,-6.00037
CCCCCCCCO,Nc1ccccc1,-5.48711
Nc1ccccc1,CCCCCCCCO,-5.92905
CCCCCCCCO,Nc1ccccc1,-5.87147
Nc1ccccc1,CCCCCCCCO,-5.83675
CCCCCCCCO,Nc1ccccc1,-6.4173
Nc1ccccc1,CCCCCCCCO,-5.7772
CCCCCCCCO,Nc1ccccc1,-5.39383
Nc1ccccc1,CCCCCCCCO,-6.60888
Nc1ccccc1,CCCCCCCCO,-6.04024
CCCCCCCCO,Nc1ccccc1,-5.39182
CCCCCCCCO,Nc1ccccc1,-5.40005
Nc1ccccc1,CCCCCCCCO,-6.56452
CCCCCCCCO,Nc1ccccc1,-5.4129
Nc1ccccc1,CCCCCCCCO,-6.51259
CCCCCCCCO,Nc1ccccc1,-5.4411
Nc1ccccc1,CCCCCCCCO,-6.44526
CCCCCCCCO,Nc1ccccc1,-5.47615
Nc1ccccc1,CCCCCCCCO,-6.39274
CCCCCCCCO,Nc1ccccc1,-5.54561
Nc1ccccc1,CCCCCCCCO,-6.32573
CCCCCCCCO,Nc1ccccc1,-5.64342
Nc1ccccc1,CCCCCCCCO,-6.26393
CCCCCCCCO,Nc1ccccc1,-5.81289
Nc1ccccc1,CCCCCCCCO,-6.19298
CCCCCCCCO,Nc1ccccc1,-6.17118
Nc1ccccc1,CCCCCCCCO,-6.10664
CCCCCCCCO,Nc1ccccc1,-6.65622
Nc1ccccc1,CCCCCCCCO,-6.05356
CCCCCCCCO,Nc1ccccc1,-5.6897
Nc1ccccc1,CCCCCCCCO,-6.81655
Nc1ccccc1,CCCCCCCCO,-6.2804
CCCCCCCCO,Nc1ccccc1,-5.68785
CCCCCCCCO,Nc1ccccc1,-5.69486
Nc1ccccc1,CCCCCCCCO,-6.77964
CCCCCCCCO,Nc1ccccc1,-5.70544
Nc1ccccc1,CCCCCCCCO,-6.73692
CCCCCCCCO,Nc1ccccc1,-5.73045
Nc1ccccc1,CCCCCCCCO,-6.67752
CCCCCCCCO,Nc1ccccc1,-5.7652
Nc1ccccc1,CCCCCCCCO,-6.62564
CCCCCCCCO,Nc1ccccc1,-5.83871
Nc1ccccc1,CCCCCCCCO,-6.55479
CCCCCCCCO,Nc1ccccc1,-5.94086
Nc1ccccc1,CCCCCCCCO,-6.49016
CCCCCCCCO,Nc1ccccc1,-6.10913
Nc1ccccc1,CCCCCCCCO,-6.41957
CCCCCCCCO,Nc1ccccc1,-6.44297
Nc1ccccc1,CCCCCCCCO,-6.33882
CCCCCCCCO,Nc1ccccc1,-6.87097
Nc1ccccc1,CCCCCCCCO,-6.2918
CCCCCCCCO,O=CO,-4.70933
O=CO,CCCCCCCCO,-5.98671
O=CO,CCCCCCCCO,-6.35308
CCCCCCCCO,O=CO,-4.70657
CCCCCCCCO,O=CO,-4.71489
O=CO,CCCCCCCCO,-5.94447
CCCCCCCCO,O=CO,-4.72165
O=CO,CCCCCCCCO,-5.91679
CCCCCCCCO,O=CO,-4.71628
O=CO,CCCCCCCCO,-5.92727
CCCCCCCCO,O=CO,-4.68889
O=CO,CCCCCCCCO,-5.96618
CCCCCCCCO,O=CO,-4.61527
O=CO,CCCCCCCCO,-6.03717
CCCCCCCCO,O=CO,-4.49013
O=CO,CCCCCCCCO,-6.11868
CCCCCCCCO,O=CO,-4.2526
O=CO,CCCCCCCCO,-6.21749
CCCCCCCCO,O=CO,-3.89998
O=CO,CCCCCCCCO,-6.29996
CCCCCCCCO,O=CO,-3.42395
O=CO,CCCCCCCCO,-6.3472
CCCCCCCCO,O=CO,-5.06982
O=CO,CCCCCCCCO,-6.31357
O=CO,CCCCCCCCO,-6.544
CCCCCCCCO,O=CO,-5.06627
CCCCCCCCO,O=CO,-5.07668
O=CO,CCCCCCCCO,-6.26138
CCCCCCCCO,O=CO,-5.08536
O=CO,CCCCCCCCO,-6.22622
CCCCCCCCO,O=CO,-5.0828
O=CO,CCCCCCCCO,-6.23057
CCCCCCCCO,O=CO,-5.06161
O=CO,CCCCCCCCO,-6.26062
CCCCCCCCO,O=CO,-5.00447
O=CO,CCCCCCCCO,-6.31577
CCCCCCCCO,O=CO,-4.90997
O=CO,CCCCCCCCO,-6.37738
CCCCCCCCO,O=CO,-4.73669
O=CO,CCCCCCCCO,-6.44958
CCCCCCCCO,O=CO,-4.48841
O=CO,CCCCCCCCO,-6.50775
CCCCCCCCO,O=CO,-4.16382
O=CO,CCCCCCCCO,-6.54006
CCCCCCCCO,O=CO,-5.39613
O=CO,CCCCCCCCO,-6.61587
O=CO,CCCCCCCCO,-6.71903
CCCCCCCCO,O=CO,-5.39182
CCCCCCCCO,O=CO,-5.4042
O=CO,CCCCCCCCO,-6.55437
CCCCCCCCO,O=CO,-5.41467
O=CO,CCCCCCCCO,-6.5122
CCCCCCCCO,O=CO,-5.41475
O=CO,CCCCCCCCO,-6.51081
CCCCCCCCO,O=CO,-5.39937
O=CO,CCCCCCCCO,-6.53257
CCCCCCCCO,O=CO,-5.35765
O=CO,CCCCCCCCO,-6.57288
CCCCCCCCO,O=CO,-5.29183
O=CO,CCCCCCCCO,-6.61587
CCCCCCCCO,O=CO,-5.17869
O=CO,CCCCCCCCO,-6.66315
CCCCCCCCO,O=CO,-5.0281
O=CO,CCCCCCCCO,-6.69859
CCCCCCCCO,O=CO,-4.84528
O=CO,CCCCCCCCO,-6.71692
CCCCCCCCO,O=CO,-5.69286
O=CO,CCCCCCCCO,-6.89713
O=CO,CCCCCCCCO,-6.8809
CCCCCCCCO,O=CO,-5.68785
CCCCCCCCO,O=CO,-5.70207
O=CO,CCCCCCCCO,-6.82689
CCCCCCCCO,O=CO,-5.71422
O=CO,CCCCCCCCO,-6.77815
CCCCCCCCO,O=CO,-5.71677
O=CO,CCCCCCCCO,-6.77137
CCCCCCCCO,O=CO,-5.70684
O=CO,CCCCCCCCO,-6.78535
CCCCCCCCO,O=CO,-5.67959
O=CO,CCCCCCCCO,-6.81174
CCCCCCCCO,O=CO,-5.64067
O=CO,CCCCCCCCO,-6.83726
CCCCCCCCO,O=CO,-5.58396
O=CO,CCCCCCCCO,-6.86117
CCCCCCCCO,O=CO,-5.525
O=CO,CCCCCCCCO,-6.87527
CCCCCCCCO,O=CO,-5.47517
O=CO,CCCCCCCCO,-6.88049
CCCCCCCCO,C1COCO1,-4.71777
C1COCO1,CCCCCCCCO,-6.40547
C1COCO1,CCCCCCCCO,-7.37917
CCCCCCCCO,C1COCO1,-4.70657
CCCCCCCCO,C1COCO1,-4.7286
C1COCO1,CCCCCCCCO,-6.31866
CCCCCCCCO,C1COCO1,-4.72107
C1COCO1,CCCCCCCCO,-6.34375
CCCCCCCCO,C1COCO1,-4.68927
C1COCO1,CCCCCCCCO,-6.41584
CCCCCCCCO,C1COCO1,-4.63638
C1COCO1,CCCCCCCCO,-6.49401
CCCCCCCCO,C1COCO1,-4.54221
C1COCO1,CCCCCCCCO,-6.58582
CCCCCCCCO,C1COCO1,-4.34288
C1COCO1,CCCCCCCCO,-6.7146
CCCCCCCCO,C1COCO1,-3.87675
C1COCO1,CCCCCCCCO,-6.90767
CCCCCCCCO,C1COCO1,-2.88738
C1COCO1,CCCCCCCCO,-7.14494
CCCCCCCCO,C1COCO1,-0.921301
C1COCO1,CCCCCCCCO,-7.34707
CCCCCCCCO,C1COCO1,-5.07794
C1COCO1,CCCCCCCCO,-6.76602
C1COCO1,CCCCCCCCO,-7.49791
CCCCCCCCO,C1COCO1,-5.06627
CCCCCCCCO,C1COCO1,-5.09273
C1COCO1,CCCCCCCCO,-6.65168
CCCCCCCCO,C1COCO1,-5.09227
C1COCO1,CCCCCCCCO,-6.64955
CCCCCCCCO,C1COCO1,-5.06518
C1COCO1,CCCCCCCCO,-6.71008
CCCCCCCCO,C1COCO1,-5.00855
C1COCO1,CCCCCCCCO,-6.7934
CCCCCCCCO,C1COCO1,-4.90746
C1COCO1,CCCCCCCCO,-6.89231
CCCCCCCCO,C1COCO1,-4.72437
C1COCO1,CCCCCCCCO,-7.01129
CCCCCCCCO,C1COCO1,-4.35548
C1COCO1,CCCCCCCCO,-7.16483
CCCCCCCCO,C1COCO1,-3.64081
C1COCO1,CCCCCCCCO,-7.33683
CCCCCCCCO,C1COCO1,-2.28956
C1COCO1,CCCCCCCCO,-7.47626
CCCCCCCCO,C1COCO1,-5.40394
C1COCO1,CCCCCCCCO,-7.1057
C1COCO1,CCCCCCCCO,-7.61122
CCCCCCCCO,C1COCO1,-5.39182
CCCCCCCCO,C1COCO1,-5.42242
C1COCO1,CCCCCCCCO,-6.9656
CCCCCCCCO,C1COCO1,-5.4286
C1COCO1,CCCCCCCCO,-6.93798
CCCCCCCCO,C1COCO1,-5.40591
C1COCO1,CCCCCCCCO,-6.98769
CCCCCCCCO,C1COCO1,-5.34579
C1COCO1,CCCCCCCCO,-7.07583
CCCCCCCCO,C1COCO1,-5.23822
C1COCO1,CCCCCCCCO,-7.18138
CCCCCCCCO,C1COCO1,-5.07032
C1COCO1,CCCCCCCCO,-7.29119
CCCCCCCCO,C1COCO1,-4.79247
C1COCO1,CCCCCCCCO,-7.40772
CCCCCCCCO,C1COCO1,-4.33495
C1COCO1,CCCCCCCCO,-7.51863
CCCCCCCCO,C1COCO1,-3.55926
C1COCO1,CCCCCCCCO,-7.59935
CCCCCCCCO,C1COCO1,-5.70039
C1COCO1,CCCCCCCCO,-7.42633
C1COCO1,CCCCCCCCO,-7.71949
CCCCCCCCO,C1COCO1,-5.68785
CCCCCCCCO,C1COCO1,-5.72234
C1COCO1,CCCCCCCCO,-7.26206
CCCCCCCCO,C1COCO1,-5.73474
C1COCO1,CCCCCCCCO,-7.21053
CCCCCCCCO,C1COCO1,-5.71618
C1COCO1,CCCCCCCCO,-7.25008
CCCCCCCCO,C1COCO1,-5.65277
C1COCO1,CCCCCCCCO,-7.34276
CCCCCCCCO,C1COCO1,-5.53913
C1COCO1,CCCCCCCCO,-7.45453
CCCCCCCCO,C1COCO1,-5.38549
C1COCO1,CCCCCCCCO,-7.55574
CCCCCCCCO,C1COCO1,-5.19304
C1COCO1,CCCCCCCCO,-7.63755
CCCCCCCCO,C1COCO1,-4.97676
C1COCO1,CCCCCCCCO,-7.69114
CCCCCCCCO,C1COCO1,-4.741
C1COCO1,CCCCCCCCO,-7.7168
CCCCCCCCO,CN(C)C=O,-4.85651
CN(C)C=O,CCCCCCCCO,-7.8695
CN(C)C=O,CCCCCCCCO,-7.11315
CCCCCCCCO,CN(C)C=O,-4.89101
CCCCCCCCO,CN(C)C=O,-4.91506
CN(C)C=O,CCCCCCCCO,-7.7449
CCCCCCCCO,CN(C)C=O,-5.10867
CN(C)C=O,CCCCCCCCO,-7.51013
CCCCCCCCO,CN(C)C=O,-5.33119
CN(C)C=O,CCCCCCCCO,-7.34567
CCCCCCCCO,CN(C)C=O,-5.5407
CN(C)C=O,CCCCCCCCO,-7.24229
CCCCCCCCO,CN(C)C=O,-5.74042
CN(C)C=O,CCCCCCCCO,-7.17542
CCCCCCCCO,CN(C)C=O,-5.90421
CN(C)C=O,CCCCCCCCO,-7.13923
CCCCCCCCO,CN(C)C=O,-6.03408
CN(C)C=O,CCCCCCCCO,-7.12139
CCCCCCCCO,CN(C)C=O,-6.12427
CN(C)C=O,CCCCCCCCO,-7.1147
CCCCCCCCO,CN(C)C=O,-5.02252
CN(C)C=O,CCCCCCCCO,-8.23514
CN(C)C=O,CCCCCCCCO,-7.17454
CCCCCCCCO,CN(C)C=O,-5.06627
CCCCCCCCO,CN(C)C=O,-5.11803
CN(C)C=O,CCCCCCCCO,-8.02857
CCCCCCCCO,CN(C)C=O,-5.40198
CN(C)C=O,CCCCCCCCO,-7.68311
CCCCCCCCO,CN(C)C=O,-5.71079
CN(C)C=O,CCCCCCCCO,-7.45444
CCCCCCCCO,CN(C)C=O,-5.98598
CN(C)C=O,CCCCCCCCO,-7.3184
CCCCCCCCO,CN(C)C=O,-6.2303
CN(C)C=O,CCCCCCCCO,-7.23635
CCCCCCCCO,CN(C)C=O,-6.41075
CN(C)C=O,CCCCCCCCO,-7.19629
CCCCCCCCO,CN(C)C=O,-6.53128
CN(C)C=O,CCCCCCCCO,-7.17957
CCCCCCCCO,CN(C)C=O,-6.59101
CN(C)C=O,CCCCCCCCO,-7.175
CCCCCCCCO,CN(C)C=O,-5.18031
CN(C)C=O,CCCCCCCCO,-8.588
CN(C)C=O,CCCCCCCCO,-7.23304
CCCCCCCCO,CN(C)C=O,-5.233
CCCCCCCCO,CN(C)C=O,-5.31159
CN(C)C=O,CCCCCCCCO,-8.30212
CCCCCCCCO,CN(C)C=O,-5.68294
CN(C)C=O,CCCCCCCCO,-7.84956
CCCCCCCCO,CN(C)C=O,-6.07524
CN(C)C=O,CCCCCCCCO,-7.55877
CCCCCCCCO,CN(C)C=O,-6.41396
CN(C)C=O,CCCCCCCCO,-7.39112
CCCCCCCCO,CN(C)C=O,-6.70145
CN(C)C=O,CCCCCCCCO,-7.2944
CCCCCCCCO,CN(C)C=O,-6.89803
CN(C)C=O,CCCCCCCCO,-7.2506
CCCCCCCCO,CN(C)C=O,-7.00952
CN(C)C=O,CCCCCCCCO,-7.23495
CCCCCCCCO,CN(C)C=O,-7.03976
CN(C)C=O,CCCCCCCCO,-7.23244
CCCCCCCCO,CN(C)C=O,-5.33047
CN(C)C=O,CCCCCCCCO,-8.92897
CN(C)C=O,CCCCCCCCO,-7.28905
CCCCCCCCO,CN(C)C=O,-5.39182
CCCCCCCCO,CN(C)C=O,-5.49636
CN(C)C=O,CCCCCCCCO,-8.56631
CCCCCCCCO,CN(C)C=O,-5.95234
CN(C)C=O,CCCCCCCCO,-8.01007
CCCCCCCCO,CN(C)C=O,-6.42545
CN(C)C=O,CCCCCCCCO,-7.65914
CCCCCCCCO,CN(C)C=O,-6.82569
CN(C)C=O,CCCCCCCCO,-7.4609
CCCCCCCCO,CN(C)C=O,-7.15496
CN(C)C=O,CCCCCCCCO,-7.34997
CCCCCCCCO,CN(C)C=O,-7.36715
CN(C)C=O,CCCCCCCCO,-7.30255
CCCCCCCCO,CN(C)C=O,-7.46989
CN(C)C=O,CCCCCCCCO,-7.28794
CCCCCCCCO,CN(C)C=O,-7.47159
CN(C)C=O,CCCCCCCCO,-7.28742
CCCCCCCCO,CCCCCO,-4.70441
CCCCCO,CCCCCCCCO,-5.43847
CCCCCO,CCCCCCCCO,-5.51605
CCCCCCCCO,CCCCCO,-4.70657
CCCCCCCCO,CCCCCO,-4.69456
CCCCCO,CCCCCCCCO,-5.46477
CCCCCCCCO,CCCCCO,-4.67546
CCCCCO,CCCCCCCCO,-5.49245
CCCCCCCCO,CCCCCO,-4.65145
CCCCCO,CCCCCCCCO,-5.51206
CCCCCCCCO,CCCCCO,-4.64013
CCCCCO,CCCCCCCCO,-5.51762
CCCCCCCCO,CCCCCO,-4.64753
CCCCCO,CCCCCCCCO,-5.51728
