Smiles,T,Property
CC(C)O,273,-5.36534
CC(C)O,298,-6.18173
CC(C)O,323,-6.87366
CC(C)=O,273,-7.82579
CC(C)=O,298,-8.08986
CC(C)=O,323,-8.31594
C=CCCCCCCCCCCCCCCC,298,-5.72053
C=CCCCCCCCCCCCCCCC,323,-6.23719
ClC(Cl)Cl,273,-7.24646
ClC(Cl)Cl,298,-7.5134
ClC(Cl)Cl,323,-7.74045
CS(C)=O,298,-6.21975
CS(C)=O,323,-6.64948
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,273,-7.32144
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298,-7.68154
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323,-8.00956
FCC(F)(F)C(F)F,273,-7.13021
FCC(F)(F)C(F)F,298,-7.52477
FCC(F)(F)C(F)F,323,-7.85817
CN(C)P(=O)(N(C)C)N(C)C,298,-5.69553
CN(C)P(=O)(N(C)C)N(C)C,323,-6.15272
CN(C)C=O,273,-6.74067
CN(C)C=O,298,-7.11126
CN(C)C=O,323,-7.3934
CCOC(=O)C(Br)C(=O)OCC,273,-5.17139
CCOC(=O)C(Br)C(=O)OCC,298,-5.54845
CCOC(=O)C(Br)C(=O)OCC,323,-5.89411
CCCCC(O)CO,298,-2.86414
CCCCC(O)CO,323,-4.26333
C#CCCCC,298,-7.9499
C#CCCCC,323,-8.2235
CCCCCCC(C)N,298,-6.84804
CCCCCCC(C)N,323,-7.23994
CCCCCCCCC(C)=O,273,-6.10243
CCCCCCCCC(C)=O,298,-6.53118
CCCCCCCCC(C)=O,323,-6.89387
CCCCCCCCCBr,273,-5.73792
CCCCCCCCCBr,298,-6.27777
CCCCCCCCCBr,323,-6.68353
CCCCCOCCCCC,273,-6.44734
CCCCCOCCCCC,298,-6.90734
CCCCCOCCCCC,323,-7.26659
CCCCCCCCCCCBr,273,-5.15428
CCCCCCCCCCCBr,298,-5.85434
CCCCCCCCCCCBr,323,-6.3281
CC1=CCCC1,273,-7.61377
CC1=CCCC1,298,-7.88126
CC1=CCCC1,323,-8.13508
CCCCCCCCC(C)C,273,-6.40403
CCCCCCCCC(C)C,298,-6.86511
CCCCCCCCC(C)C,323,-7.22701
CCCCCCCOC(=O)CCCCC,298,-6.06302
CCCCCCCOC(=O)CCCCC,323,-6.50646
c1ccc(C2CCCC2)cc1,298,-6.41637
c1ccc(C2CCCC2)cc1,323,-6.79347
CCCCCCCCCC(C)C,273,-6.10368
CCCCCCCCCC(C)C,298,-6.64835
CCCCCCCCCC(C)C,323,-7.04544
C=CCCC(C)(C)C,273,-7.39472
C=CCCC(C)(C)C,298,-7.72319
C=CCCC(C)(C)C,323,-7.99602
CCCO,273,-5.5872
CCCO,298,-6.24109
CCCO,323,-6.80172
CCCCCCCCCCCCCCC(=O)OC,298,-5.41549
CCCCCCCCCCCCCCC(=O)OC,323,-5.96625
Cc1ccccc1Cc1ccccc1,298,-5.40022
Cc1ccccc1Cc1ccccc1,323,-6.00442
CCCCO,273,-5.2437
CCCCO,298,-5.96262
CCCCO,323,-6.56582
CCCCCO,273,-4.82977
CCCCCO,298,-5.66217
CCCCCO,323,-6.32336
c1ccccc1,298,-7.40894
c1ccccc1,323,-7.72979
CCC(C)CC(C)(C)CC,273,-6.64282
CCC(C)CC(C)(C)CC,298,-7.06326
CCC(C)CC(C)(C)CC,323,-7.39429
CC(Cl)(Cl)Cl,273,-6.72996
CC(Cl)(Cl)Cl,298,-7.14573
CC(Cl)(Cl)Cl,323,-7.49552
CC(C)c1cc(C(C)C)cc(C(C)C)c1,298,-5.59029
CC(C)c1cc(C(C)C)cc(C(C)C)c1,323,-6.20233
CCCC(c1ccccc1)c1ccccc1,273,-3.73915
CCCC(c1ccccc1)c1ccccc1,298,-4.98334
CCCC(c1ccccc1)c1ccccc1,323,-5.74522
CCOC(=O)c1ccccc1OC,273,-4.27196
CCOC(=O)c1ccccc1OC,298,-5.35819
CCOC(=O)c1ccccc1OC,323,-6.03497
CCCCOC(=O)CO,273,-4.7545
CCCCOC(=O)CO,298,-5.43682
CCCCOC(=O)CO,323,-6.00105
CCCC(C)(C)CC(C)(C)CCC,298,-6.4967
CCCC(C)(C)CC(C)(C)CCC,323,-6.93855
CCC(C)(CC)CC(C)(CC)CC,273,-5.49266
CCC(C)(CC)CC(C)(CC)CC,298,-6.20147
CCC(C)(CC)CC(C)(CC)CC,323,-6.6743
CCCCC(C)(C)CC(C)(C)CCCC,298,-5.82459
CCCCC(C)(C)CC(C)(C)CCCC,323,-6.19268
CCCC(C)(CC)CC(C)(CC)CCC,298,-5.72372
CCCC(C)(CC)CC(C)(CC)CCC,323,-6.09588
CCOC(=O)C(C)CC,273,-6.77242
CCOC(=O)C(C)CC,298,-7.16184
CCOC(=O)C(C)CC,323,-7.48032
CI,273,-7.42047
CI,298,-7.67381
CI,323,-7.88344
C#N,273,-8.35187
C#N,298,-8.60531
C#N,323,-8.83118
BrCBr,273,-6.62075
BrCBr,298,-6.87327
BrCBr,323,-7.11547
CCBr,273,-7.62983
CCBr,298,-7.83601
CCBr,323,-8.02587
ClCBr,273,-7.79872
ClCBr,298,-8.04214
ClCBr,323,-8.24497
CCI,273,-7.24065
CCI,298,-7.48504
CCI,323,-7.7131
CCS,273,-7.88891
CCS,298,-8.18447
CCS,323,-8.42525
ClCCl,273,-7.54006
ClCCl,298,-7.79359
ClCCl,323,-8.01188
NC=O,298,-5.71961
NC=O,323,-6.2587
S=C=S,273,-7.73323
S=C=S,298,-7.94847
S=C=S,323,-8.08655
CSC,273,-7.93749
CSC,298,-8.18281
CSC,323,-8.37775
BrC(Br)Br,298,-6.23948
BrC(Br)Br,323,-6.52728
CC(C)Br,273,-7.41873
CC(C)Br,298,-7.68595
CC(C)Br,323,-7.91985
CC(C)Cl,273,-7.81122
CC(C)Cl,298,-8.10432
CC(C)Cl,323,-8.34361
CC(C)I,273,-7.03564
CC(C)I,298,-7.33285
CC(C)I,323,-7.58404
CC(C)N,273,-7.67897
CC(C)N,298,-8.03643
CC(C)N,323,-8.30147
CC(C)S,273,-7.64322
CC(C)S,298,-7.94903
CC(C)S,323,-8.21051
CC(Cl)Cl,273,-7.38336
CC(Cl)Cl,298,-7.67267
CC(Cl)Cl,323,-7.92369
CC(=O)Cl,273,-7.59037
CC(=O)Cl,298,-7.90537
CC(=O)Cl,323,-8.13076
CC1CO1,273,-7.79967
CC1CO1,298,-8.08471
CC1CO1,323,-8.36591
CC(C)(C)N,273,-7.28148
CC(C)(C)N,298,-7.72387
CC(C)(C)N,323,-8.06385
CC(C)(C)S,298,-7.43899
CC(C)(C)S,323,-7.79101
FC(F)(Br)CBr,273,-6.51363
FC(F)(Br)CBr,298,-6.87149
FC(F)(Br)CBr,323,-7.16377
CCC(C)(C)C,273,-7.64016
CCC(C)(C)C,298,-7.96481
CCC(C)(C)C,323,-8.25863
CCC(C)(C)O,273,-4.36218
CCC(C)(C)O,298,-5.59725
CCC(C)(C)O,323,-6.54698
CC(C)(O)C#N,273,-3.01364
CC(C)(O)C#N,298,-4.54231
CC(C)(O)C#N,323,-5.69111
O=CC(Cl)(Cl)Cl,273,-6.46533
O=CC(Cl)(Cl)Cl,298,-6.86491
O=CC(Cl)(Cl)Cl,323,-7.19243
CCC(=O)N(C)C,273,-6.53808
CCC(=O)N(C)C,298,-6.95245
CCC(=O)N(C)C,323,-7.27629
OCC(F)(F)F,273,-5.5648
OCC(F)(F)F,298,-6.33428
OCC(F)(F)F,323,-6.92099
CC(=O)C(C)(C)C,273,-6.9438
CC(=O)C(C)(C)C,298,-7.31138
CC(=O)C(C)(C)C,323,-7.61628
O=C(Cl)C(Cl)(Cl)Cl,273,-5.88768
O=C(Cl)C(Cl)(Cl)Cl,298,-6.369
O=C(Cl)C(Cl)(Cl)Cl,323,-6.76191
O=C(O)C(F)(F)F,298,-6.82828
O=C(O)C(F)(F)F,323,-7.17787
O=[N+]([O-])C(Cl)(Cl)Cl,273,-6.4516
O=[N+]([O-])C(Cl)(Cl)Cl,298,-6.7722
O=[N+]([O-])C(Cl)(Cl)Cl,323,-7.06846
FC(F)(Cl)C(F)(Cl)Cl,273,-6.96456
FC(F)(Cl)C(F)(Cl)Cl,298,-7.31696
FC(F)(Cl)C(F)(Cl)Cl,323,-7.62346
C=C(C)CCC,273,-7.95382
C=C(C)CCC,298,-8.19238
C=C(C)CCC,323,-8.45444
CCOCCC(=O)OCC,273,-6.21998
CCOCCC(=O)OCC,298,-6.74099
CCOCCC(=O)OCC,323,-7.12267
OCC(F)(F)C(F)F,273,-4.17547
OCC(F)(F)C(F)F,298,-5.36029
OCC(F)(F)C(F)F,323,-6.17486
CC(=O)C1CC1,273,-6.54516
CC(=O)C1CC1,298,-7.04986
CC(=O)C1CC1,323,-7.46218
N#CC1CCCCC1,298,-5.94989
N#CC1CCCCC1,323,-6.43442
OO,273,-6.3001
OO,298,-6.74997
OO,323,-7.09248
BrBr,273,-6.69103
BrBr,298,-6.9614
BrBr,323,-7.19087
O,273,-6.33012
O,298,-7.01803
O,323,-7.50754
COS(=O)(=O)OC,273,-5.89955
COS(=O)(=O)OC,298,-6.36998
COS(=O)(=O)OC,323,-6.76759
[2H]O[2H],273,-6.01988
[2H]O[2H],298,-6.80894
[2H]O[2H],323,-7.33437
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,273,-0.926386
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,298,-3.47193
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,323,-4.73771
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,298,-2.43934
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,323,-3.9664
CCOP(=O)(OCC)OCC,298,-6.42894
CCOP(=O)(OCC)OCC,323,-6.71635
C=CC(C)(O)CCC=C(C)C,298,-5.41246
C=CC(C)(O)CCC=C(C)C,323,-6.27474
CC(Br)CBr,273,-6.07198
CC(Br)CBr,298,-6.50048
CC(Br)CBr,323,-6.83767
CC(C)CBr,273,-7.10044
CC(C)CBr,298,-7.41378
CC(C)CBr,323,-7.68087
CCC(C)C,273,-8.17508
CCC(C)C,298,-8.43134
CCC(C)C,323,-8.66486
C=CC(=C)C,273,-8.24903
C=CC(=C)C,298,-8.48608
C=CC(=C)C,323,-8.68134
CC(C)CN,273,-7.12189
CC(C)CN,298,-7.48745
CC(C)CN,323,-7.81674
CC(C)C#N,273,-7.14798
CC(C)C#N,298,-7.60263
CC(C)C#N,323,-7.92748
CC(C)CO,273,-4.76735
CC(C)CO,298,-5.67681
CC(C)CO,323,-6.42941
CC(C)C=O,273,-7.11171
CC(C)C=O,298,-7.36189
CC(C)C=O,323,-7.57952
CCC(C)Cl,298,-7.83019
CCC(C)Cl,323,-8.07633
CC(N)CN,273,-5.79992
CC(N)CN,298,-6.51248
CC(N)CN,323,-7.00792
CCC(C)O,273,-4.72626
CCC(C)O,298,-5.78565
CCC(C)O,323,-6.62497
CCC(C)=O,273,-7.58033
CCC(C)=O,298,-7.85589
CCC(C)=O,323,-8.08627
CC(O)CN,298,-3.72343
CC(O)CN,323,-4.90252
ClC=C(Cl)Cl,273,-7.25124
ClC=C(Cl)Cl,298,-7.45851
ClC=C(Cl)Cl,323,-7.61016
CCC(=O)Cl,298,-7.70432
CCC(=O)Cl,323,-7.94926
CCC(=O)O,273,-6.44257
CCC(=O)O,298,-6.8861
CCC(=O)O,323,-7.21101
COC(C)=O,273,-7.66786
COC(C)=O,298,-7.89468
COC(C)=O,323,-8.13248
CC[N+](=O)[O-],298,-7.35041
CC[N+](=O)[O-],323,-7.6265
BrC(Br)C(Br)Br,298,-4.64846
BrC(Br)C(Br)Br,323,-5.24483
CC(C)C(C)C,273,-7.60924
CC(C)C(C)C,298,-7.92187
CC(C)C(C)C,323,-8.21609
CC(C)C(=O)O,273,-6.26191
CC(C)C(=O)O,298,-6.70529
CC(C)C(=O)O,323,-7.06019
ClC(Cl)C(Cl)Cl,298,-6.44226
ClC(Cl)C(Cl)Cl,323,-6.78965
C=C(C)C(=O)O,298,-6.68456
C=C(C)C(=O)O,323,-7.02085
CC(C)[N+](=O)[O-],273,-6.78156
CC(C)[N+](=O)[O-],298,-7.19327
CC(C)[N+](=O)[O-],323,-7.51917
CC1=CCC2CC1C2(C)C,298,-6.64382
CC1=CCC2CC1C2(C)C,323,-6.99915
C=C(C)C(=O)OC,273,-7.18573
C=C(C)C(=O)OC,298,-7.48931
C=C(C)C(=O)OC,323,-7.75544
CC(Cl)C(Cl)(Cl)Cl,273,-5.29163
CC(Cl)C(Cl)(Cl)Cl,298,-5.86849
CC(Cl)C(Cl)(Cl)Cl,323,-6.34145
CC=C(CC)CC,298,-7.9816
CC=C(CC)CC,323,-8.20863
CCCC(C)CCCO,273,-5.02503
CCCC(C)CCCO,298,-5.82817
CCCC(C)CCCO,323,-6.43766
C=CCCCCCCCCC,273,-6.49515
C=CCCCCCCCCC,298,-6.9405
C=CCCCCCCCCC,323,-7.28925
C[C@@H]1CCC[C@H]1C,273,-7.22152
C[C@@H]1CCC[C@H]1C,298,-7.55245
C[C@@H]1CCC[C@H]1C,323,-7.85927
O=P(Cl)(Cl)c1ccccc1,298,-5.47084
O=P(Cl)(Cl)c1ccccc1,323,-6.01266
c1ccc(C2CCCCC2)cc1,298,-6.01553
c1ccc(C2CCCCC2)cc1,323,-6.49162
O=C1CCCCCCCCCCC1,273,-3.43933
O=C1CCCCCCCCCCC1,298,-4.09578
O=C1CCCCCCCCCCC1,323,-4.64847
CCOC(=O)c1ccccc1C(=O)OCC,298,-4.54497
CCOC(=O)c1ccccc1C(=O)OCC,323,-5.35058
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,273,0.0680732
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,298,-2.89946
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,323,-4.64334
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,273,-0.873428
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,298,-2.96544
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,323,-4.23885
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,273,-1.25944
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,298,-2.9336
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,323,-4.0733
CN(C)c1cccc2ccccc12,273,-4.53518
CN(C)c1cccc2ccccc12,298,-5.12735
CN(C)c1cccc2ccccc12,323,-5.63496
CCCCCCCC(C)C,298,-7.1015
CCCCCCCC(C)C,323,-7.42818
C=CCCCCCCCC,273,-6.77877
C=CCCCCCCCC,298,-7.18597
C=CCCCCCCCC,323,-7.50442
CN1CCCC1=O,273,-5.93465
CN1CCCC1=O,298,-6.38784
CN1CCCC1=O,323,-6.74454
CCOC(=O)c1ccccc1N,298,-5.30528
CCOC(=O)c1ccccc1N,323,-5.65644
CCc1cccs1,298,-7.21417
CCc1cccs1,323,-7.46869
CCCSc1ccccc1,273,-4.76533
CCCSc1ccccc1,298,-5.44082
CCCSc1ccccc1,323,-6.00414
Cc1cccc(N)c1C,298,-6.32766
Cc1cccc(N)c1C,323,-6.90597
Cc1cccc(C)c1N,298,-5.73231
Cc1cccc(C)c1N,323,-6.31226
Cc1cccc(Cl)c1N,273,-5.2824
Cc1cccc(Cl)c1N,298,-6.09445
Cc1cccc(Cl)c1N,323,-6.60386
CCCCCCCCc1cccs1,273,-3.63533
CCCCCCCCc1cccs1,298,-4.42059
CCCCCCCCc1cccs1,323,-5.09355
C=CN1CCCC1=O,273,-4.68497
C=CN1CCCC1=O,298,-5.47976
C=CN1CCCC1=O,323,-6.03594
CC(=O)c1cccs1,298,-5.95351
CC(=O)c1cccs1,323,-6.44055
Cc1ccccc1[N+](=O)[O-],273,-5.55778
Cc1ccccc1[N+](=O)[O-],298,-6.15541
Cc1ccccc1[N+](=O)[O-],323,-6.58514
O=Cc1ccccc1O,298,-2.77158
O=Cc1ccccc1O,323,-4.37105
Brc1cccc2ccccc12,298,-5.38695
Brc1cccc2ccccc12,323,-5.91133
C1CCC2CCCCC2C1,273,-5.46927
C1CCC2CCCCC2C1,298,-6.06486
C1CCC2CCCCC2C1,323,-6.50838
c1ccc2ncccc2c1,273,-4.97028
c1ccc2ncccc2c1,298,-5.67545
c1ccc2ncccc2c1,323,-6.18456
COc1ccccc1[N+](=O)[O-],298,-4.92202
COc1ccccc1[N+](=O)[O-],323,-5.74163
Cc1ccc2ccccc2n1,298,-5.5951
Cc1ccc2ccccc2n1,323,-6.17385
CCN(CC)c1ccccc1,273,-5.53897
CCN(CC)c1ccccc1,298,-6.2456
CCN(CC)c1ccccc1,323,-6.73651
CCN(CC)c1cccc(C)c1,273,-5.26192
CCN(CC)c1cccc(C)c1,298,-6.02632
CCN(CC)c1cccc(C)c1,323,-6.5518
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,273,-2.61675
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,298,-3.53268
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,323,-4.29542
C1CCC(C2CCCCC2)CC1,298,-5.63328
C1CCC(C2CCCCC2)CC1,323,-6.16321
CCN(Cc1ccccc1)c1ccccc1,273,-3.97203
CCN(Cc1ccccc1)c1ccccc1,298,-4.65991
CCN(Cc1ccccc1)c1ccccc1,323,-5.23787
CCC(C)CC(C)CC,298,-7.34706
CCC(C)CC(C)CC,323,-7.64535
CC/C=C\CCO,298,-5.83138
CC/C=C\CCO,323,-6.4251
ClC1CCCC1,298,-6.97828
ClC1CCCC1,323,-7.3114
CC[C@@H]1CCC[C@H]1C,298,-7.29773
CC[C@@H]1CCC[C@H]1C,323,-7.59914
COC(=O)c1ccccc1,298,-6.31436
COC(=O)c1ccccc1,323,-6.75109
CCOC(=O)c1ccccc1,298,-6.23855
CCOC(=O)c1ccccc1,323,-6.68698
CCc1ccc2ccccc2c1,298,-5.93776
CCc1ccc2ccccc2c1,323,-6.42802
CCOC(=O)c1ccc(OC)cc1,273,-4.15339
CCOC(=O)c1ccc(OC)cc1,298,-5.19229
CCOC(=O)c1ccc(OC)cc1,323,-5.85723
CCNc1ccccc1C,273,-5.10229
CCNc1ccccc1C,298,-6.10716
CCNc1ccccc1C,323,-6.71307
CCOc1ccccc1N,273,-4.09175
CCOc1ccccc1N,298,-5.29175
CCOc1ccccc1N,323,-6.02279
CCCC(O)C(CC)CO,273,0.371841
CCCC(O)C(CC)CO,298,-1.44933
CCCC(O)C(CC)CO,323,-2.8801
C1=Cc2ccccc2C1,273,-5.88007
C1=Cc2ccccc2C1,298,-6.40209
C1=Cc2ccccc2C1,323,-6.8188
Cc1ccccc1C,273,-6.8276
Cc1ccccc1C,298,-7.17049
Cc1ccccc1C,323,-7.46797
Cc1ccccc1Cl,298,-6.95526
Cc1ccccc1Cl,323,-7.29483
Cc1ccccc1N,298,-5.58491
Cc1ccccc1N,323,-6.24144
Oc1ccccc1Cl,298,-5.69743
Oc1ccccc1Cl,323,-6.32127
Cc1ccc(C)c(C)c1,273,-6.73409
Cc1ccc(C)c(C)c1,298,-7.10419
Cc1ccc(C)c(C)c1,323,-7.39676
Cc1ccc(Cl)cc1Cl,298,-6.47788
Cc1ccc(Cl)cc1Cl,323,-6.81165
Cc1ccc(N)cc1Cl,298,-5.31864
Cc1ccc(N)cc1Cl,323,-5.99154
CCOC(=O)C(=O)OCC,273,-5.7281
CCOC(=O)C(=O)OCC,298,-6.31821
CCOC(=O)C(=O)OCC,323,-6.76094
CCC(C)CC,273,-7.87601
CCC(C)CC,298,-8.13627
CCC(C)CC,323,-8.37776
ClCC(Cl)CCl,273,-5.33415
ClCC(Cl)CCl,298,-5.91696
ClCC(Cl)CCl,323,-6.39745
CCC(=O)CC,273,-7.45063
CCC(=O)CC,298,-7.70713
CCC(=O)CC,323,-7.94686
C=CC(=O)OC,298,-7.69349
C=CC(=O)OC,323,-7.96372
COC(=O)CCl,273,-6.05134
COC(=O)CCl,298,-6.58623
COC(=O)CCl,323,-7.02512
COC(=O)CO,273,-5.13091
COC(=O)CO,298,-5.74356
COC(=O)CO,323,-6.24125
CC1CCCC1,273,-7.34371
CC1CCCC1,298,-7.64784
CC1CCCC1,323,-7.92062
OC1CCCC1,298,-4.64112
OC1CCCC1,323,-5.51754
CC1CCCO1,298,-7.65002
CC1CCCO1,323,-7.90264
Cn1cccc1,298,-7.33324
Cn1cccc1,323,-7.60996
CC(C)N(CCO)C(C)C,273,-3.70537
CC(C)N(CCO)C(C)C,298,-5.09115
CC(C)N(CCO)C(C)C,323,-5.94057
C=C(C)C(=O)OCC,273,-6.78736
C=C(C)C(=O)OCC,298,-7.34798
C=C(C)C(=O)OCC,323,-7.72638
C=C(C)C(=O)OCCCC,273,-6.59582
C=C(C)C(=O)OCCCC,298,-7.04225
C=C(C)C(=O)OCCCC,323,-7.37449
CCC(CC)CO,273,-3.96243
CCC(CC)CO,298,-5.13686
CCC(CC)CO,323,-6.03617
OCC1CCCO1,273,-4.36413
OCC1CCCO1,298,-5.22474
OCC1CCCO1,323,-5.86345
OCc1ccco1,298,-5.29443
OCc1ccco1,323,-6.00642
O=Cc1ccco1,273,-5.99871
O=Cc1ccco1,298,-6.48914
O=Cc1ccco1,323,-6.85738
O=Cc1cccs1,298,-6.18334
O=Cc1cccs1,323,-6.59175
CC(C)(C)c1ccccc1,273,-6.41781
CC(C)(C)c1ccccc1,298,-6.80371
CC(C)(C)c1ccccc1,323,-7.11969
ClC(Cl)(Cl)c1ccccc1,273,-5.57945
ClC(Cl)(Cl)c1ccccc1,298,-6.12558
ClC(Cl)(Cl)c1ccccc1,323,-6.56759
FC(F)(F)c1ccccc1,298,-7.51277
FC(F)(F)c1ccccc1,323,-7.76804
Cc1ccc(C(C)(C)C)cc1,298,-6.77753
Cc1ccc(C(C)(C)C)cc1,323,-7.11361
CC(C)c1ccccc1,273,-6.84296
CC(C)c1ccccc1,298,-7.21395
CC(C)c1ccccc1,323,-7.51171
CC(O)c1ccccc1,298,-4.73519
CC(O)c1ccccc1,323,-5.67825
CC(=O)c1ccccc1,298,-6.39054
CC(=O)c1ccccc1,323,-6.81802
O=C(Cl)c1ccccc1,298,-5.31666
O=C(Cl)c1ccccc1,323,-5.85463
O=[N+]([O-])c1ccccc1,298,-6.30024
O=[N+]([O-])c1ccccc1,323,-6.69954
Cc1cccc([N+](=O)[O-])c1,298,-6.16552
Cc1cccc([N+](=O)[O-])c1,323,-6.5968
CCC(C)(C)OC,273,-7.28119
CCC(C)(C)OC,298,-7.72936
CCC(C)(C)OC,323,-8.04835
CC1CCC(C(C)C)CC1,298,-6.91608
CC1CCC(C(C)C)CC1,323,-7.09331
Cc1ccc(C(C)C)cc1,298,-7.11464
Cc1ccc(C(C)C)cc1,323,-7.427
CC(=O)c1ccc(Cl)cc1,273,-5.85312
CC(=O)c1ccc(Cl)cc1,298,-6.00009
CC(=O)c1ccc(Cl)cc1,323,-6.19984
Cc1ccc(N(C)C)cc1,273,-6.05804
Cc1ccc(N(C)C)cc1,298,-6.59187
Cc1ccc(N(C)C)cc1,323,-6.98352
FCOC(C(F)(F)F)C(F)(F)F,273,-6.97968
FCOC(C(F)(F)F)C(F)(F)F,298,-7.32155
FCOC(C(F)(F)F)C(F)(F)F,323,-7.61676
FC(F)OCC(F)(F)C(F)(F)F,273,-7.1122
FC(F)OCC(F)(F)C(F)(F)F,298,-7.48603
FC(F)OCC(F)(F)C(F)(F)F,323,-7.80533
FC(F)C(F)(F)OCC(F)(F)F,273,-6.96071
FC(F)C(F)(F)OCC(F)(F)F,298,-7.33889
FC(F)C(F)(F)OCC(F)(F)F,323,-7.67578
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)Cl,298,-4.13699
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)Cl,323,-5.47809
CCCCCCCC/C=C\CCCCCCCCCC(=O)OC,298,-4.89087
CCCCCCCC/C=C\CCCCCCCCCC(=O)OC,323,-5.50266
COC(C(F)(F)F)C(F)(F)F,273,-7.33638
COC(C(F)(F)F)C(F)(F)F,298,-7.67632
COC(C(F)(F)F)C(F)(F)F,323,-7.97848
FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,273,-7.0964
FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,298,-7.45864
FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,323,-7.78285
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,273,-6.86741
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298,-7.40585
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323,-7.76268
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,273,-6.77259
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298,-7.31679
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323,-7.75151
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,273,-4.1963
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,298,-4.96605
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,323,-5.5268
Cc1ccc(N=C=O)cc1Cl,298,-6.32148
Cc1ccc(N=C=O)cc1Cl,323,-6.7122
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,273,-6.20699
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,298,-6.69486
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,323,-7.08099
CCCCOCC(C)OCC(C)O,273,-4.26488
CCCCOCC(C)OCC(C)O,298,-4.98299
CCCCOCC(C)OCC(C)O,323,-5.58324
FC(F)OCC(F)(F)C(F)F,273,-6.53903
FC(F)OCC(F)(F)C(F)F,298,-6.97562
FC(F)OCC(F)(F)C(F)F,323,-7.35502
COC(F)(F)C(F)F,273,-7.42081
COC(F)(F)C(F)F,298,-7.79077
COC(F)(F)C(F)F,323,-8.0888
FC(F)Oc1ccccc1,273,-6.05868
FC(F)Oc1ccccc1,298,-6.53871
FC(F)Oc1ccccc1,323,-6.93348
CCOC(F)(F)C(F)F,273,-7.31346
CCOC(F)(F)C(F)F,298,-7.65066
CCOC(F)(F)C(F)F,323,-7.90522
CC(O)COC(C)(C)C,273,-5.03985
CC(O)COC(C)(C)C,298,-5.84869
CC(O)COC(C)(C)C,323,-6.49447
COCC(F)(F)C(F)F,273,-7.01094
COCC(F)(F)C(F)F,298,-7.36883
COCC(F)(F)C(F)F,323,-7.67051
C[C@H]1CC[C@@H](C)CC1,273,-6.70312
C[C@H]1CC[C@@H](C)CC1,298,-7.11288
C[C@H]1CC[C@@H](C)CC1,323,-7.449
CCCCCCCCCC1CCC(C2CCCCC2)CC1,273,-2.81167
CCCCCCCCCC1CCC(C2CCCCC2)CC1,298,-3.84168
CCCCCCCCCC1CCC(C2CCCCC2)CC1,323,-4.6218
CCCCCCCC1CCC(C2CCCCC2)CC1,273,-3.28379
CCCCCCCC1CCC(C2CCCCC2)CC1,298,-4.17406
CCCCCCCC1CCC(C2CCCCC2)CC1,323,-4.87448
CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCC,273,-1.84338
CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCC,298,-2.71271
CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCC,323,-3.45178
CC1CCCCC1O,298,-4.15335
CC1CCCCC1O,323,-5.4306
O=S(Cl)Cl,273,-6.72113
