mol1,mol2,Property
CCCCCCCC,CCc1ccccc1,-0.000423089
CCc1ccccc1,CCCCCCCC,-0.196548
CCCCCCCC,CCc1ccccc1,-0.00158726
CCc1ccccc1,CCCCCCCC,-0.167683
CCCCCCCC,CCc1ccccc1,-0.00638736
CCc1ccccc1,CCCCCCCC,-0.133045
CCCCCCCC,CCc1ccccc1,-0.0174809
CCc1ccccc1,CCCCCCCC,-0.103458
CCCCCCCC,CCc1ccccc1,-0.0332879
CCc1ccccc1,CCCCCCCC,-0.209599
CCCCCCCC,CCc1ccccc1,-0.000417087
CCc1ccccc1,CCCCCCCC,-0.192496
CCCCCCCC,CCc1ccccc1,-0.00176456
CCc1ccccc1,CCCCCCCC,-0.159081
CCCCCCCC,CCc1ccccc1,-0.00756152
CCc1ccccc1,CCCCCCCC,-0.128478
CCCCCCCC,CCc1ccccc1,-0.0175684
CCc1ccccc1,CCCCCCCC,-0.0992658
CCCCCCCC,CCc1ccccc1,-0.0330626
CCc1ccccc1,CCCCCCCC,-0.0790259
CCCCCCCC,CCc1ccccc1,-0.0528545
CCc1ccccc1,CCCCCCCC,-0.0547709
CCCCCCCC,CCc1ccccc1,-0.0815387
CCc1ccccc1,CCCCCCCC,-0.0323662
CCCCCCCC,CCc1ccccc1,-0.122786
CCc1ccccc1,CCCCCCCC,-0.0164099
CCCCCCCC,CCc1ccccc1,-0.170893
CCc1ccccc1,CCCCCCCC,-0.00463874
CCCCCCCC,CCc1ccccc1,-0.237466
CCc1ccccc1,CCCCCCCC,-0.0754889
CCCCCCCC,CCc1ccccc1,-0.0520694
CCc1ccccc1,CCCCCCCC,-0.0513533
CCCCCCCC,CCc1ccccc1,-0.0808847
CCc1ccccc1,CCCCCCCC,-0.032012
CCCCCCCC,CCc1ccccc1,-0.116335
CCc1ccccc1,CCCCCCCC,-0.015852
CCCCCCCC,CCc1ccccc1,-0.16414
CCc1ccccc1,CCCCCCCC,-0.00461061
CCCCCCCC,CCc1ccccc1,-0.226862
CCc1ccccc1,CCCCCCCC,-0.00456741
CCCCCCCC,CCc1ccccc1,-0.238104
CCc1ccccc1,CCCCCCCC,-0.0327267
CCCCCCCC,CCc1ccccc1,-0.121939
CCc1ccccc1,CCCCCCCC,-0.0518398
CCCCCCCC,CCc1ccccc1,-0.0859109
CCc1ccccc1,CCCCCCCC,-0.0742872
CCCCCCCC,CCc1ccccc1,-0.0575857
CCc1ccccc1,CCCCCCCC,-0.101985
CCCCCCCC,CCc1ccccc1,-0.0342737
CCc1ccccc1,CCCCCCCC,-0.133547
CCCCCCCC,CCc1ccccc1,-0.0172693
CCc1ccccc1,CCCCCCCC,-0.158458
CCCCCCCC,CCc1ccccc1,-0.00870881
CCc1ccccc1,CCCCCCCC,-0.198352
CCCCCCCC,CCc1ccccc1,-0.00139998
CCc1ccccc1,CCCCCCCC,-0.0043615
CCCCCCCC,CCc1ccccc1,-0.229047
CCc1ccccc1,CCCCCCCC,-0.0312667
CCCCCCCC,CCc1ccccc1,-0.118053
CCc1ccccc1,CCCCCCCC,-0.0495159
CCCCCCCC,CCc1ccccc1,-0.0836523
CCc1ccccc1,CCCCCCCC,-0.070973
CCCCCCCC,CCc1ccccc1,-0.0565778
CCc1ccccc1,CCCCCCCC,-0.0975963
CCCCCCCC,CCc1ccccc1,-0.0341785
CCc1ccccc1,CCCCCCCC,-0.128355
CCCCCCCC,CCc1ccccc1,-0.0176193
CCc1ccccc1,CCCCCCCC,-0.153176
CCCCCCCC,CCc1ccccc1,-0.00909725
CCc1ccccc1,CCCCCCCC,-0.194616
CCCCCCCC,CCc1ccccc1,-0.00154319
CCc1ccccc1,CCN(CC)CC,-3.00E-05
CCN(CC)CC,CCc1ccccc1,-0.254458
CCc1ccccc1,CCN(CC)CC,-0.000110006
CCN(CC)CC,CCc1ccccc1,-0.24945
CCc1ccccc1,CCN(CC)CC,-0.000237028
CCN(CC)CC,CCc1ccccc1,-0.244549
CCc1ccccc1,CCN(CC)CC,-0.000504127
CCN(CC)CC,CCc1ccccc1,-0.237619
CCc1ccccc1,CCN(CC)CC,-0.000659217
CCN(CC)CC,CCc1ccccc1,-0.2345
CCc1ccccc1,CCN(CC)CC,-0.00103954
CCN(CC)CC,CCc1ccccc1,-0.228171
CCc1ccccc1,CCN(CC)CC,-0.00130986
CCN(CC)CC,CCc1ccccc1,-0.224419
CCc1ccccc1,CCN(CC)CC,-0.00163934
CCN(CC)CC,CCc1ccccc1,-0.220367
CCc1ccccc1,CCN(CC)CC,-0.00230165
CCN(CC)CC,CCc1ccccc1,-0.213395
CCc1ccccc1,CCN(CC)CC,-0.00261341
CCN(CC)CC,CCc1ccccc1,-0.210494
CCc1ccccc1,CCCCCCC,-0.00382531
CCCCCCC,CCc1ccccc1,-0.220387
CCc1ccccc1,CCCCCCC,-0.0133953
CCCCCCC,CCc1ccccc1,-0.167396
CCc1ccccc1,CCCCCCC,-0.025879
CCCCCCC,CCc1ccccc1,-0.129679
CCc1ccccc1,CCCCCCC,-0.0413544
CCCCCCC,CCc1ccccc1,-0.0988661
CCc1ccccc1,CCCCCCC,-0.0692751
CCCCCCC,CCc1ccccc1,-0.0621478
CCc1ccccc1,CCCCCCC,-0.135699
CCCCCCC,CCc1ccccc1,-0.0153736
CCc1ccccc1,CCCCCCC,-0.172237
CCCCCCC,CCc1ccccc1,-0.00276883
CCc1ccccc1,CCCCCCC,-0.00277886
CCCCCCC,CCc1ccccc1,-0.217072
CCc1ccccc1,CCCCCCC,-0.0119906
CCCCCCC,CCc1ccccc1,-0.166818
CCc1ccccc1,CCCCCCC,-0.0255527
CCCCCCC,CCc1ccccc1,-0.125923
CCc1ccccc1,CCCCCCC,-0.0423325
CCCCCCC,CCc1ccccc1,-0.0924695
CCc1ccccc1,CCCCCCC,-0.0701232
CCCCCCC,CCc1ccccc1,-0.0557464
CCc1ccccc1,CCCCCCC,-0.0988142
CCCCCCC,CCc1ccccc1,-0.0312265
CCc1ccccc1,CCCCCCC,-0.125792
CCCCCCC,CCc1ccccc1,-0.0160562
CCc1ccccc1,CCCCCCC,-0.15662
CCCCCCC,CCc1ccccc1,-0.00552825
CCc1ccccc1,CCCCCCC,-0.180115
CCCCCCC,CCc1ccccc1,-0.00139297
CCc1ccccc1,CCCCCCC,-0.0113623
CCCCCCC,CCc1ccccc1,-0.169295
CCc1ccccc1,CCCCCCC,-0.0474334
CCCCCCC,CCc1ccccc1,-0.0843712
CCc1ccccc1,CCCCCCC,-0.101492
CCCCCCC,CCc1ccccc1,-0.0294237
CCc1ccccc1,CCCCCCC,-0.155426
CCCCCCC,CCc1ccccc1,-0.00582191
CCc1ccccc1,CCCCCCC,-0.00606636
CCCCCCC,CCc1ccccc1,-0.167543
CCc1ccccc1,CCCCCCC,-0.0519051
CCCCCCC,CCc1ccccc1,-0.0593467
CCc1ccccc1,CCCCCCC,-0.0874715
CCCCCCC,CCc1ccccc1,-0.0195743
CCc1ccccc1,CCCCCCC,-0.097754
CCCCCCC,CCc1ccccc1,-0.0160054
CCc1ccccc1,CCCCCCC,-0.00466587
CCCCCCC,CCc1ccccc1,-0.213531
CCc1ccccc1,CCCCCCC,-0.00349309
CCCCCCC,CCc1ccccc1,-0.21125
CCc1ccccc1,CCCCCCC,-0.0154792
CCCCCCC,CCc1ccccc1,-0.159706
CCc1ccccc1,CCCCCCC,-0.0141963
CCCCCCC,CCc1ccccc1,-0.158679
CCc1ccccc1,CCCCCCC,-0.0269766
CCCCCCC,CCc1ccccc1,-0.127075
CCc1ccccc1,CCCCCCC,-0.0267609
CCCCCCC,CCc1ccccc1,-0.123055
CCc1ccccc1,CCCCCCC,-0.0440365
CCCCCCC,CCc1ccccc1,-0.0945184
CCc1ccccc1,CCCCCCC,-0.0451553
CCCCCCC,CCc1ccccc1,-0.087895
CCc1ccccc1,CCCCCCC,-0.067167
CCCCCCC,CCc1ccccc1,-0.0643924
CCc1ccccc1,CCCCCCC,-0.068145
CCCCCCC,CCc1ccccc1,-0.0578527
CCc1ccccc1,CCCCCCC,-0.100921
CCCCCCC,CCc1ccccc1,-0.0350419
CCc1ccccc1,CCCCCCC,-0.097894
CCCCCCC,CCc1ccccc1,-0.0318633
CCc1ccccc1,CCCCCCC,-0.13556
CCCCCCC,CCc1ccccc1,-0.0154365
CCc1ccccc1,CCCCCCC,-0.125682
CCCCCCC,CCc1ccccc1,-0.016106
CCc1ccccc1,CCCCCCC,-0.17069
CCCCCCC,CCc1ccccc1,-0.00314996
CCc1ccccc1,CCCCCCC,-0.155115
CCCCCCC,CCc1ccccc1,-0.00590037
CCc1ccccc1,CCCCCCC,-0.186073
CCCCCCC,CCc1ccccc1,-3.60E-05
CCc1ccccc1,CCCCCCC,-0.173926
CCCCCCC,CCc1ccccc1,-0.00219441
CCc1ccccc1,CCC1CCCCC1,-0.0885963
CCC1CCCCC1,CCc1ccccc1,-0.0409418
CCc1ccccc1,CCC1CCCCC1,-0.0912976
CCC1CCCCC1,CCc1ccccc1,-0.0395655
CCc1ccccc1,CCC1CCCCC1,-0.0938251
CCC1CCCCC1,CCc1ccccc1,-0.0382773
CCc1ccccc1,CCC1CCCCC1,-0.0126021
CCC1CCCCC1,CCc1ccccc1,-0.314196
CCc1ccccc1,CCC1CCCCC1,-0.0512354
CCC1CCCCC1,CCc1ccccc1,-0.118499
CCc1ccccc1,CCC1CCCCC1,-0.0815062
CCC1CCCCC1,CCc1ccccc1,-0.0509912
CCc1ccccc1,CCC1CCCCC1,-0.0918851
CCC1CCCCC1,CCc1ccccc1,-0.0384903
CCc1ccccc1,CCC1CCCCC1,-0.104099
CCC1CCCCC1,CCc1ccccc1,-0.031725
CCc1ccccc1,CCC1CCCCC1,-0.172896
CCC1CCCCC1,CCc1ccccc1,-0.0136477
CCc1ccccc1,CCCCCc1ccccc1,0.00251683
CCCCCc1ccccc1,CCc1ccccc1,0.0345174
CCc1ccccc1,CCCCCc1ccccc1,0.00830541
CCCCCc1ccccc1,CCc1ccccc1,0.0141889
CCc1ccccc1,CCCCCc1ccccc1,0.0150265
CCCCCc1ccccc1,CCc1ccccc1,0.00283597
CCc1ccccc1,CCCCCc1ccccc1,0.0191848
CCCCCc1ccccc1,CCc1ccccc1,-0.00112964
CCc1ccccc1,CCCCCc1ccccc1,0.0199595
CCCCCc1ccccc1,CCc1ccccc1,-0.00172749
CCc1ccccc1,CCCCCc1ccccc1,0.0135873
CCCCCc1ccccc1,CCc1ccccc1,-0.000481116
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.292789
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0116024
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.227566
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0335412
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.162952
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0685368
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.108074
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.113552
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0644479
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.166785
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.033309
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.224423
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0135971
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.283267
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.00316499
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.341922
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.352662
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00287586
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.281578
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0156666
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.20902
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0399032
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.148023
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0727299
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.103711
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.108908
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0479231
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.192346
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0272552
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.255301
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.355532
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00501739
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.258696
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0221821
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.181029
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0478183
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.13286
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0733899
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.109966
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.091804
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0830075
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.135204
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0561251
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.21916
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0209001
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.428394
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.354943
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00833517
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.223184
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0313339
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.143321
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0572495
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.118476
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0697686
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.129053
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.060474
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.145779
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0402394
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.141439
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.050579
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.248796
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.012699
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.210399
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0254825
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.174701
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0448778
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.138474
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0748477
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.100234
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.121988
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0627964
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.192107
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0305292
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.289717
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.00817648
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.417473
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.306933
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00370313
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.259514
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0119483
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.223208
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0240387
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.188817
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0427433
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.152816
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0725625
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.113382
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.121253
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0731389
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.19675
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.036814
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.30686
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.010277
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.459101
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.32808
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0020479
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.286464
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0095344
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.238757
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.025619
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.186646
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0539767
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.135317
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0963097
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.087443
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.155036
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0477325
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.228911
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0195869
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.313262
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0041912
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.399608
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.338278
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00157875
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.293736
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00969287
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.237196
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0287721
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.176379
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0618286
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.119976
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.108217
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0715017
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.167504
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0350968
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.234961
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0123336
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.302694
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.001998
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.359728
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.346727
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00177842
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.331316
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00125921
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.297835
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00408166
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.249521
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0125213
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.209685
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0257944
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.174163
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.045241
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.141291
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0720695
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.102087
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.11924
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0636506
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.190116
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0307814
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.288707
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.00813681
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.417756
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.323358
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00200798
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.29463
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00488803
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.250984
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.013084
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.214192
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0257847
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.182063
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0437202
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.147721
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0725253
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.106655
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.124595
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0722835
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.190009
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0350968
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.303019
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.00990082
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.449616
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.229038
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0237751
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.190934
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0445526
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.343249
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.000769704
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.31817
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00277614
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.27449
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0103661
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.232246
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.024595
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.194958
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0446578
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.15267
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0762571
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.112239
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.125698
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0703187
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.203561
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0347589
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.310656
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.149549
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.081497
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.105378
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.135509
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0640165
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.212455
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.0293937
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.317479
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.00803761
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.439525
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.341502
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.000929568
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.317056
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.00277614
CCc1ccccc1,CCCCCCCCCCCCCCCC,0.270096
CCCCCCCCCCCCCCCC,CCc1ccccc1,0.0103958
CCc1ccccc1,CCCCCCCCCCCCCC,0.152008
CCCCCCCCCCCCCC,CCc1ccccc1,0.000719741
CCc1ccccc1,CCCCCCCCCCCCCC,0.127496
CCCCCCCCCCCCCC,CCc1ccccc1,0.00291575
CCc1ccccc1,CCCCCCCCCCCCCC,0.102322
CCCCCCCCCCCCCC,CCc1ccccc1,0.00773005
CCc1ccccc1,CCCCCCCCCCCCCC,0.0854618
CCCCCCCCCCCCCC,CCc1ccccc1,0.01339
CCc1ccccc1,CCCCCCCCCCCCCC,0.0635474
CCCCCCCCCCCCCC,CCc1ccccc1,0.0253461
CCc1ccccc1,CCCCCCCCCCCCCC,0.0469122
CCCCCCCCCCCCCC,CCc1ccccc1,0.039163
CCc1ccccc1,CCCCCCCCCCCCCC,0.0283736
CCCCCCCCCCCCCC,CCc1ccccc1,0.0616406
CCc1ccccc1,CCCCCCCCCCCCCC,0.0132321
CCCCCCCCCCCCCC,CCc1ccccc1,0.0894659
CCc1ccccc1,CCCCCCCCCCCCCC,0.00346399
CCCCCCCCCCCCCC,CCc1ccccc1,0.118174
CCc1ccccc1,CCCCCCCCCCCCCC,-0.000106006
CCCCCCCCCCCCCC,CCc1ccccc1,0.136984
CCc1ccccc1,CCCCCCCCCCCCCC,0.150538
CCCCCCCCCCCCCC,CCc1ccccc1,0.00097952
CCc1ccccc1,CCCCCCCCCCCCCC,0.134548
CCCCCCCCCCCCCC,CCc1ccccc1,0.002447
CCc1ccccc1,CCCCCCCCCCCCCC,0.106709
CCCCCCCCCCCCCC,CCc1ccccc1,0.00757127
CCc1ccccc1,CCCCCCCCCCCCCC,0.0882581
CCCCCCCCCCCCCC,CCc1ccccc1,0.0139522
CCc1ccccc1,CCCCCCCCCCCCCC,0.0709243
CCCCCCCCCCCCCC,CCc1ccccc1,0.0232965
CCc1ccccc1,CCCCCCCCCCCCCC,0.0502653
CCCCCCCCCCCCCC,CCc1ccccc1,0.0401722
CCc1ccccc1,CCCCCCCCCCCCCC,0.0313436
CCCCCCCCCCCCCC,CCc1ccccc1,0.0634629
CCc1ccccc1,CCCCCCCCCCCCCC,0.0154796
CCCCCCCCCCCCCC,CCc1ccccc1,0.0929984
CCc1ccccc1,CCCCCCCCCCCCCC,0.00503729
CCCCCCCCCCCCCC,CCc1ccccc1,0.123906
CCc1ccccc1,CCCCCCCCCCCCCC,0.000409916
CCCCCCCCCCCCCC,CCc1ccccc1,0.148567
CCc1ccccc1,CCCCCCCCCCCCCC,0.161021
CCCCCCCCCCCCCC,CCc1ccccc1,0.000669776
CCc1ccccc1,CCCCCCCCCCCCCC,0.143416
CCCCCCCCCCCCCC,CCc1ccccc1,0.00211776
CCc1ccccc1,CCCCCCCCCCCCCC,0.117774
CCCCCCCCCCCCCC,CCc1ccccc1,0.00657832
CCc1ccccc1,CCCCCCCCCCCCCC,0.0988403
CCCCCCCCCCCCCC,CCc1ccccc1,0.0127978
CCc1ccccc1,CCCCCCCCCCCCCC,0.0800119
CCCCCCCCCCCCCC,CCc1ccccc1,0.0227297
CCc1ccccc1,CCCCCCCCCCCCCC,0.164734
CCCCCCCCCCCCCC,CCc1ccccc1,0.00059982
CCc1ccccc1,CCCCCCCCCCCCCC,0.149652
CCCCCCCCCCCCCC,CCc1ccccc1,0.00175845
CCc1ccccc1,CCCCCCCCCCCCCC,0.121996
CCCCCCCCCCCCCC,CCc1ccccc1,0.00636967
CCc1ccccc1,CCCCCCCCCCCCCC,0.101545
CCCCCCCCCCCCCC,CCc1ccccc1,0.0132419
CCc1ccccc1,CCCCCCCCCCCCCC,0.0827038
CCCCCCCCCCCCCC,CCc1ccccc1,0.0235407
CCc1ccccc1,CCCCCCCCCCCCCC,0.0588819
CCCCCCCCCCCCCC,CCc1ccccc1,0.0398359
